split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
train,1,1,-1,28,trace_adaptive,same_only,pooled,0.00046541006304323673,2056114.625,4.654100393963745e-06,8.318556785583496
train,1,1,-1,29,trace_adaptive,same_only,pooled,0.0004694561066571623,2190325.5,4.694561084761517e-06,8.318615913391113
train,1,1,-1,30,trace_adaptive,same_only,pooled,0.0004463270306587219,2571078.5,4.463270215637749e-06,8.318415641784668
train,1,1,-1,31,trace_adaptive,same_only,pooled,0.0004646767338272184,1830992.625,4.64676713818335e-06,8.318747520446777
train,1,0,-1,0,trace_adaptive,same_only,pooled,0.00042942186701111495,1650913.625,4.294218797440408e-06,9.216547012329102
train,1,0,-1,1,trace_adaptive,same_only,pooled,0.00042770657455548644,1589372.625,4.27706572736497e-06,9.216556549072266
train,1,0,-1,2,trace_adaptive,same_only,pooled,0.0004267459735274315,1572346.0,4.267459644324845e-06,9.216572761535645
train,1,0,-1,3,trace_adaptive,same_only,pooled,0.000427353719715029,1558123.5,4.273536887922091e-06,9.216551780700684
train,1,0,-1,4,trace_adaptive,same_only,pooled,0.0004256468382664025,1553186.25,4.256468400853919e-06,9.216590881347656
train,1,0,-1,5,trace_adaptive,same_only,pooled,0.0004299715510569513,1629226.625,4.2997153286705725e-06,9.216530799865723
train,1,0,-1,6,trace_adaptive,same_only,pooled,0.00042300252243876457,1705876.0,4.230025297147222e-06,9.216509819030762
train,1,0,-1,7,trace_adaptive,same_only,pooled,0.00042253619176335633,1605255.75,4.225361863063881e-06,9.216495513916016
train,1,0,-1,8,trace_adaptive,same_only,pooled,0.000422383047407493,1587155.875,4.2238302739860956e-06,9.216529846191406
train,1,0,-1,9,trace_adaptive,same_only,pooled,0.0004303554887883365,1728819.75,4.303554760554107e-06,9.216438293457031
train,1,0,-1,10,trace_adaptive,same_only,pooled,0.0004280569264665246,1597641.0,4.2805691009562e-06,9.216530799865723
train,1,0,-1,11,trace_adaptive,same_only,pooled,0.00042558147106319666,1522828.0,4.255814474163344e-06,9.21656608581543
train,1,0,-1,12,trace_adaptive,same_only,pooled,0.00042623141780495644,1565060.0,4.262314178049564e-06,9.216580390930176
train,1,0,-1,13,trace_adaptive,same_only,pooled,0.00043126888340339065,1695104.375,4.3126888158440124e-06,9.216527938842773
train,1,0,-1,14,trace_adaptive,same_only,pooled,0.0004246943863108754,1537069.0,4.246943717589602e-06,9.216592788696289
train,1,0,-1,15,trace_adaptive,same_only,pooled,0.0004269409109838307,1602001.5,4.269409146218095e-06,9.216562271118164
train,1,0,-1,16,trace_adaptive,same_only,pooled,0.00042471944470889866,1505551.5,4.24719428337994e-06,9.216541290283203
train,1,0,-1,17,trace_adaptive,same_only,pooled,0.0004226102610118687,1540154.25,4.226102646498475e-06,9.216538429260254
train,1,0,-1,18,trace_adaptive,same_only,pooled,0.0004244372539687902,1716064.25,4.24437257606769e-06,9.216509819030762
train,1,0,-1,19,trace_adaptive,same_only,pooled,0.00042988729546777904,1648989.125,4.29887268182938e-06,9.21653938293457
train,1,0,-1,20,trace_adaptive,same_only,pooled,0.0004268086049705744,1679143.875,4.268085831427015e-06,9.21652603149414
train,1,0,-1,21,trace_adaptive,same_only,pooled,0.0004212293424643576,1918354.875,4.212293333694106e-06,9.216205596923828
train,1,0,-1,22,trace_adaptive,same_only,pooled,0.0004206967423669994,1505796.5,4.206967332720524e-06,9.216571807861328
train,1,0,-1,23,trace_adaptive,same_only,pooled,0.000427422666689381,1593671.375,4.274226739653386e-06,9.216500282287598
train,1,0,-1,24,trace_adaptive,same_only,pooled,0.0004254247760400176,1514694.375,4.25424786953954e-06,9.216553688049316
train,1,0,-1,25,trace_adaptive,same_only,pooled,0.00042640388710424304,1678463.875,4.264038580004126e-06,9.216525077819824
train,1,0,-1,26,trace_adaptive,same_only,pooled,0.0004265942261554301,1590088.0,4.2659421524149366e-06,9.216439247131348
train,1,0,-1,27,trace_adaptive,same_only,pooled,0.0004278576234355569,1623875.25,4.278575943317264e-06,9.216548919677734
train,1,0,-1,28,trace_adaptive,same_only,pooled,0.00043116245069541037,1709864.625,4.311624252295587e-06,9.216509819030762
train,1,0,-1,29,trace_adaptive,same_only,pooled,0.00041817885357886553,1583961.625,4.181788426649291e-06,9.216554641723633
train,1,0,-1,30,trace_adaptive,same_only,pooled,0.00042663869680836797,1577103.5,4.2663868953241035e-06,9.216567993164062
train,1,0,-1,31,trace_adaptive,same_only,pooled,0.0004303618334233761,1673005.5,4.303618425183231e-06,9.21652889251709
train,1,1,-1,0,trace_adaptive,same_only,pooled,0.00046726749860681593,1811503.5,4.672675004258053e-06,8.076722145080566
train,1,1,-1,1,trace_adaptive,same_only,pooled,0.0004697828262578696,1844673.625,4.6978279897302855e-06,8.076645851135254
train,1,1,-1,2,trace_adaptive,same_only,pooled,0.0004709139175247401,1842516.625,4.7091389205888845e-06,8.07667350769043
